BatchNumber,MachineNumber,ProductCode,TimeStarted,TimeStopped,NumberProduced,NumberRejected
4318,3,57,8/19/2013 9:06,8/19/2013 10:21,429,4
4319,4,43,8/19/2013 9:38,8/19/2013 10:53,429,4
4319,5,47,8/19/2013 9:38,8/19/2013 9:58,114,1
4320,6,2,8/19/2013 8:03,8/19/2013 15:28,4775,51
4321,1,2,8/20/2013 8:03,8/20/2013 14:23,4078,43
4321,2,32,8/20/2013 8:24,8/20/2013 14:44,5978,64
4321,3,37,8/20/2013 8:24,8/20/2013 13:39,1805,19
4322,4,55,8/20/2013 8:54,8/20/2013 14:09,1805,19
4322,5,41,8/20/2013 8:54,8/20/2013 12:59,1399,14
4323,6,14,8/20/2013 9:08,8/20/2013 12:03,1874,20
4324,1,14,8/21/2013 9:08,8/21/2013 12:03,1874,20
4324,2,32,8/21/2013 9:21,8/21/2013 11:11,1728,18
4324,3,36,8/21/2013 9:21,8/21/2013 11:11,628,6
4325,4,54,8/21/2013 9:35,8/21/2013 10:15,228,2
4325,5,58,8/21/2013 9:35,8/21/2013 17:25,2685,28
4326,6,17,8/21/2013 8:09,8/21/2013 14:54,4339,46
4327,1,17,8/22/2013 8:09,8/22/2013 14:54,4339,46
4327,2,26,8/22/2013 8:22,8/22/2013 13:57,5264,56
4327,3,57,8/22/2013 8:22,8/22/2013 13:57,1914,20
4328,4,44,8/22/2013 8:36,8/22/2013 13:01,1514,16
4328,5,43,8/22/2013 8:36,8/22/2013 16:26,2686,28
4329,6,16,8/22/2013 9:15,8/22/2013 17:05,5036,53
4330,1,16,8/25/2013 8:18,8/25/2013 11:58,2357,25
4330,2,25,8/25/2013 8:32,8/25/2013 12:07,3379,36
4330,3,57,8/25/2013 8:32,8/25/2013 9:57,485,5
4331,4,43,8/25/2013 8:45,8/25/2013 10:10,485,5
4331,5,47,8/25/2013 8:45,8/25/2013 9:00,85,0
4332,6,2,8/25/2013 8:59,8/25/2013 16:24,4769,51
4333,1,2,8/26/2013 9:13,8/26/2013 16:38,4769,51
4333,2,32,8/26/2013 9:13,8/26/2013 15:33,5972,64
4333,3,37,8/26/2013 9:26,8/26/2013 14:36,1772,18
4334,4,55,8/26/2013 9:26,8/26/2013 14:36,1772,18
4334,5,41,8/26/2013 8:27,8/26/2013 12:27,1372,14
4335,6,14,8/26/2013 8:27,8/26/2013 11:22,1875,20
4336,1,14,8/27/2013 8:14,8/27/2013 11:09,1875,20
4336,2,32,8/27/2013 8:14,8/27/2013 9:59,1650,17
4336,3,36,8/27/2013 8:27,8/27/2013 9:02,200,2
4337,4,54,8/27/2013 8:27,8/27/2013 9:02,200,2
4337,5,58,8/27/2013 8:41,8/27/2013 16:31,2687,28
4338,6,17,8/27/2013 8:41,8/27/2013 12:41,2572,27
4339,1,17,8/28/2013 8:55,8/28/2013 12:55,2572,27
4339,2,26,8/28/2013 8:55,8/28/2013 14:25,5187,55
4339,3,57,8/28/2013 9:08,8/28/2013 14:38,1887,20
4340,4,44,8/28/2013 9:08,8/28/2013 13:33,1515,16
4340,5,43,8/28/2013 9:22,8/28/2013 12:37,1115,11
4341,6,16,8/28/2013 9:22,8/28/2013 12:37,2090,22
4342,1,16,8/29/2013 9:36,8/29/2013 11:41,1339,14
4342,2,25,8/29/2013 9:36,8/29/2013 10:36,943,10
4342,3,57,8/29/2013 8:09,8/29/2013 9:09,343,3
4343,4,43,8/29/2013 8:09,8/29/2013 16:19,2802,30
4343,5,47,8/29/2013 8:23,8/29/2013 16:33,2802,30
4344,6,2,8/29/2013 8:23,8/29/2013 15:23,4502,48
4345,1,2,9/1/2013 8:05,9/1/2013 15:30,4770,51
4345,2,32,9/1/2013 8:05,9/1/2013 14:20,5895,63
4345,3,37,9/1/2013 8:19,9/1/2013 13:24,1745,18
4346,4,38,9/1/2013 8:19,9/1/2013 13:24,1745,18
4346,5,42,9/1/2013 8:32,9/1/2013 12:32,1373,14
4347,6,19,9/1/2013 8:32,9/1/2013 12:32,2573,27
4348,1,19,9/2/2013 8:46,9/2/2013 11:36,1822,19
4348,2,28,9/2/2013 8:16,9/2/2013 8:26,157,1
4348,3,59,9/2/2013 8:16,9/2/2013 8:26,57,0
4349,4,46,9/2/2013 9:13,9/2/2013 9:48,200,2
4349,5,36,9/2/2013 9:13,9/2/2013 16:58,2660,28
4350,6,23,9/2/2013 9:27,9/2/2013 17:12,4985,53
4351,1,23,9/3/2013 9:27,9/3/2013 16:02,4235,45
4351,2,27,9/3/2013 8:01,9/3/2013 13:31,5188,55
4351,3,59,9/3/2013 8:01,9/3/2013 13:31,1888,20
4352,4,45,9/3/2013 8:14,9/3/2013 12:34,1487,15
4352,5,49,9/3/2013 8:14,9/3/2013 11:24,1087,11
4353,6,22,9/3/2013 8:28,9/3/2013 11:38,2037,21
4354,1,22,9/4/2013 8:28,9/4/2013 10:33,1340,14
4354,2,26,9/4/2013 8:42,9/4/2013 9:37,864,9
4354,3,58,9/4/2013 8:42,9/4/2013 9:37,314,3
4355,4,44,9/4/2013 8:55,9/4/2013 17:00,2775,29
4355,5,47,9/4/2013 8:55,9/4/2013 17:00,2775,29
4356,6,12,9/4/2013 9:09,9/4/2013 16:09,4504,48
4357,1,12,9/5/2013 9:09,9/5/2013 9:44,375,4
4357,2,24,9/5/2013 9:23,9/5/2013 9:58,550,5
4357,3,42,9/5/2013 9:23,9/5/2013 14:03,1602,17
4358,4,46,9/5/2013 9:36,9/5/2013 13:11,1230,13
4358,5,33,9/5/2013 9:36,9/5/2013 13:11,1230,13
4359,6,19,9/5/2013 8:11,9/5/2013 10:36,1555,16
4360,1,19,9/8/2013 9:19,9/8/2013 12:04,1769,18
4360,2,28,9/8/2013 9:32,9/8/2013 12:17,2594,27
4360,3,59,9/8/2013 9:32,9/8/2013 10:32,343,3
4361,4,46,9/8/2013 8:06,9/8/2013 8:36,171,1
4361,5,36,9/8/2013 8:06,9/8/2013 8:36,171,1
4362,6,23,9/8/2013 9:02,9/8/2013 16:42,4934,52
4363,1,23,9/9/2013 9:02,9/9/2013 15:37,4236,45
4363,2,27,9/9/2013 8:33,9/9/2013 15:08,6212,66
4363,3,59,9/9/2013 8:33,9/9/2013 13:58,1861,19
4364,4,45,9/9/2013 8:47,9/9/2013 13:02,1460,15
4364,5,49,9/9/2013 8:47,9/9/2013 13:02,1460,15
4365,6,22,9/9/2013 9:01,9/9/2013 12:11,2038,21
4366,1,22,9/10/2013 9:01,9/10/2013 12:11,2038,21
4366,2,26,9/10/2013 9:14,9/10/2013 11:14,1887,20
4366,3,58,9/10/2013 9:28,9/10/2013 14:33,1746,18
4367,4,44,9/10/2013 9:28,9/10/2013 14:33,1746,18
4367,5,47,9/10/2013 8:02,9/10/2013 16:02,2749,29
4368,6,12,9/10/2013 8:02,9/10/2013 11:17,2091,22
4369,1,12,9/11/2013 8:15,9/11/2013 11:30,2091,22
4369,2,25,9/11/2013 8:15,9/11/2013 10:20,1966,21
4369,3,57,9/11/2013 8:29,9/11/2013 10:34,716,7
4370,4,43,9/11/2013 8:29,9/11/2013 9:24,315,3
4370,5,53,9/11/2013 8:43,9/11/2013 16:53,2806,30
4371,6,16,9/11/2013 8:43,9/11/2013 16:53,5257,56
4372,1,16,9/12/2013 8:56,9/12/2013 15:56,4506,48
4372,2,25,9/12/2013 8:56,9/12/2013 17:01,7629,81
4372,3,43,9/12/2013 8:57,9/12/2013 17:02,2779,29
4373,4,47,9/12/2013 8:57,9/12/2013 13:42,1633,17
4373,5,33,9/12/2013 9:24,9/12/2013 14:09,1633,17
4374,6,12,9/12/2013 9:24,9/12/2013 12:59,2307,24
4375,1,12,9/15/2013 9:06,9/15/2013 13:01,2517,27
4375,2,24,9/15/2013 9:06,9/15/2013 13:01,3692,39
4375,3,55,9/15/2013 9:19,9/15/2013 12:09,971,10
4376,4,42,9/15/2013 9:19,9/15/2013 9:29,57,0
4376,5,46,9/15/2013 9:33,9/15/2013 9:43,57,0
4377,6,19,9/15/2013 8:07,9/15/2013 16:12,5196,55
4378,1,19,9/16/2013 8:07,9/16/2013 14:27,4071,43
4378,2,26,9/16/2013 8:52,9/16/2013 15:12,5971,64
4378,3,58,9/16/2013 8:52,9/16/2013 12:42,1314,14
4379,4,44,9/16/2013 8:34,9/16/2013 11:14,914,9
4379,5,43,9/16/2013 8:34,9/16/2013 11:14,914,9
4380,6,17,9/16/2013 8:48,9/16/2013 10:23,1017,10
4381,1,17,9/17/2013 8:48,9/17/2013 10:23,1017,10
4381,2,25,9/17/2013 9:01,9/17/2013 9:26,392,4
4381,3,57,9/17/2013 9:01,9/17/2013 16:36,2600,27
4382,4,43,9/17/2013 9:15,9/17/2013 15:45,2229,23
4382,5,53,9/17/2013 9:15,9/17/2013 15:45,2229,23
4383,6,16,9/17/2013 9:29,9/17/2013 14:49,3429,36
4384,1,16,9/18/2013 9:29,9/18/2013 11:34,1339,14
4384,2,25,9/18/2013 8:02,9/18/2013 10:07,1964,21
4384,3,43,9/18/2013 8:02,9/18/2013 11:07,1057,11
4385,4,47,9/18/2013 8:16,9/18/2013 10:11,657,7
4385,5,33,9/18/2013 8:16,9/18/2013 10:11,657,7
4386,6,12,9/18/2013 8:03,9/18/2013 8:48,482,5
4387,1,12,9/19/2013 8:03,9/19/2013 8:48,482,5
4387,2,24,9/19/2013 8:43,9/19/2013 16:43,7544,80
4387,3,55,9/19/2013 8:57,9/19/2013 15:47,2344,25
4388,4,42,9/19/2013 8:57,9/19/2013 15:47,2344,25
4388,5,46,9/19/2013 9:11,9/19/2013 14:51,1944,20
4389,6,19,9/19/2013 9:11,9/19/2013 13:46,2947,31
4390,1,19,9/22/2013 8:53,9/22/2013 13:48,3162,33
4390,2,26,9/22/2013 8:53,9/22/2013 13:48,4637,49
4390,3,55,9/22/2013 9:06,9/22/2013 12:51,1286,13
4391,4,41,9/22/2013 9:06,9/22/2013 11:46,915,9
4391,5,59,9/22/2013 9:38,9/22/2013 12:18,915,9
4392,6,18,9/22/2013 9:38,9/22/2013 11:08,964,10
4393,1,18,9/23/2013 8:03,9/23/2013 8:23,214,2
4393,2,27,9/23/2013 8:03,9/23/2013 8:23,314,3
4393,3,58,9/23/2013 8:24,9/23/2013 15:59,2602,27
4394,4,45,9/23/2013 8:24,9/23/2013 15:59,2602,27
4394,5,49,9/23/2013 8:54,9/23/2013 15:19,2202,23
4395,6,21,9/23/2013 8:54,9/23/2013 14:09,3376,36
4396,1,21,9/24/2013 9:08,9/24/2013 14:23,3376,36
4396,2,26,9/24/2013 9:21,9/24/2013 12:16,2751,29
4396,3,57,9/24/2013 9:21,9/24/2013 12:16,1001,10
4397,4,44,9/24/2013 9:35,9/24/2013 12:35,1029,11
4397,5,43,9/24/2013 9:35,9/24/2013 11:25,629,6
4398,6,16,9/24/2013 8:09,9/24/2013 9:59,1179,12
4399,1,16,9/25/2013 8:09,9/25/2013 8:54,482,5
4399,2,25,9/25/2013 8:22,9/25/2013 9:07,707,7
4399,3,57,9/25/2013 8:22,9/25/2013 16:17,2718,29
4400,4,43,9/25/2013 8:36,9/25/2013 15:21,2317,24
4400,5,47,9/25/2013 8:36,9/25/2013 15:21,2317,24
4401,6,2,9/25/2013 9:15,9/25/2013 14:55,3645,39
4402,1,2,9/26/2013 9:15,9/26/2013 14:55,3645,39
4402,2,32,9/26/2013 9:03,9/26/2013 13:33,4245,45
4402,3,37,9/26/2013 9:03,9/26/2013 16:03,2403,25
4403,4,55,9/26/2013 9:17,9/26/2013 16:17,2403,25
4403,5,41,9/26/2013 9:17,9/26/2013 11:32,772,8
4404,6,14,9/26/2013 9:31,9/26/2013 10:36,697,7
4405,1,14,9/29/2013 8:59,9/29/2013 11:34,1662,17
4405,2,32,9/29/2013 9:13,9/29/2013 10:38,1336,14
4405,3,36,9/29/2013 9:13,9/29/2013 9:33,114,1
4406,4,54,9/29/2013 9:26,9/29/2013 9:46,114,1
4406,5,58,9/29/2013 9:26,9/29/2013 16:51,2547,27
4407,6,17,9/29/2013 8:27,9/29/2013 14:47,4075,43
4408,1,17,9/30/2013 8:27,9/30/2013 14:47,4075,43
4408,2,26,9/30/2013 8:14,9/30/2013 13:29,4953,53
4408,3,57,9/30/2013 8:14,9/30/2013 13:29,1803,19
4409,4,44,9/30/2013 8:27,9/30/2013 12:32,1402,15
4409,5,43,9/30/2013 8:41,9/30/2013 11:36,1002,10
4410,6,16,9/30/2013 8:41,9/30/2013 11:36,1877,20
4411,1,16,10/1/2013 8:55,10/1/2013 10:40,1126,12
4411,2,25,10/1/2013 8:55,10/1/2013 10:40,1651,17
4411,3,57,10/1/2013 9:08,10/1/2013 9:48,229,2
4412,4,43,10/1/2013 9:08,10/1/2013 16:58,2691,28
4412,5,47,10/1/2013 9:22,10/1/2013 17:12,2691,28
4413,6,2,10/1/2013 9:22,10/1/2013 12:32,2038,21
4414,1,2,10/2/2013 9:36,10/2/2013 12:46,2038,21
4414,2,32,10/2/2013 9:36,10/2/2013 15:11,5268,56
4414,3,37,10/2/2013 8:09,10/2/2013 12:34,1517,16
4415,4,55,10/2/2013 8:09,10/2/2013 12:34,1517,16
4415,5,41,10/2/2013 8:23,10/2/2013 11:38,1116,11
4416,6,14,10/2/2013 8:23,10/2/2013 10:33,1394,14
4417,1,14,10/3/2013 8:37,10/3/2013 10:47,1394,14
4417,2,32,10/3/2013 8:37,10/3/2013 9:37,943,10
4417,3,36,10/3/2013 9:05,10/3/2013 10:05,343,3
4418,4,54,10/3/2013 9:05,10/3/2013 17:15,2806,30
4418,5,58,10/3/2013 9:04,10/3/2013 16:09,2434,26
4419,6,17,10/3/2013 9:04,10/3/2013 16:09,4559,48
4420,1,17,10/6/2013 8:46,10/6/2013 16:11,4774,51
4420,2,26,10/6/2013 8:46,10/6/2013 16:11,6999,75
4420,3,57,10/6/2013 8:16,10/6/2013 14:31,2148,23
4421,4,44,10/6/2013 8:16,10/6/2013 13:26,1776,19
4421,5,43,10/6/2013 9:13,10/6/2013 14:23,1776,19
4422,6,16,10/6/2013 9:13,10/6/2013 13:13,2575,27
4423,1,16,10/7/2013 9:27,10/7/2013 13:27,2575,27
4423,2,25,10/7/2013 9:27,10/7/2013 12:17,2674,28
4423,3,57,10/7/2013 8:01,10/7/2013 9:46,601,6
4424,4,43,10/7/2013 8:01,10/7/2013 9:46,601,6
4424,5,47,10/7/2013 8:14,10/7/2013 8:49,200,2
4425,6,2,10/7/2013 8:14,10/7/2013 8:49,375,4
4426,1,2,10/8/2013 8:28,10/8/2013 16:13,4989,53
4426,2,32,10/8/2013 8:28,10/8/2013 12:28,3775,40
4426,3,37,10/8/2013 8:42,10/8/2013 12:42,1375,14
4427,4,46,10/8/2013 8:42,10/8/2013 14:12,1891,20
4427,5,33,10/8/2013 8:55,10/8/2013 14:25,1891,20
4428,6,19,10/8/2013 8:55,10/8/2013 13:15,2790,29
4429,1,19,10/9/2013 9:09,10/9/2013 12:24,2092,22
4429,2,28,10/9/2013 9:23,10/9/2013 12:38,3067,32
4429,3,59,10/9/2013 9:23,10/9/2013 11:28,716,7
4430,4,46,10/9/2013 9:36,10/9/2013 11:41,716,7
4430,5,36,10/9/2013 9:36,10/9/2013 10:31,326,3
4431,6,23,10/9/2013 8:11,10/9/2013 16:21,5362,57
4432,1,23,10/10/2013 8:11,10/10/2013 16:21,5249,56
4432,2,27,10/10/2013 8:24,10/10/2013 15:24,6599,70
4432,3,59,10/10/2013 8:24,10/10/2013 15:24,2399,25
4433,4,45,10/10/2013 8:37,10/10/2013 16:42,2771,29
4433,5,49,10/10/2013 8:37,10/10/2013 13:22,1628,17
4434,6,22,10/10/2013 8:51,10/10/2013 13:36,3053,32
4435,1,22,10/13/2013 9:02,10/13/2013 14:07,3268,35
4435,2,26,10/13/2013 8:33,10/13/2013 12:28,3693,39
4435,3,58,10/13/2013 8:33,10/13/2013 12:28,1343,14
4436,4,44,10/13/2013 8:47,10/13/2013 11:37,971,10
4436,5,47,10/13/2013 8:47,10/13/2013 11:37,971,10
4437,6,12,10/13/2013 9:01,10/13/2013 9:11,107,1
4438,1,12,10/14/2013 9:01,10/14/2013 17:06,5197,56
4438,2,24,10/14/2013 9:14,10/14/2013 17:19,7622,81
4438,3,42,10/14/2013 9:14,10/14/2013 15:34,2172,23
4439,4,46,10/14/2013 9:28,10/14/2013 13:18,1314,14
4439,5,33,10/14/2013 9:28,10/14/2013 13:18,1314,14
4440,6,19,10/14/2013 8:02,10/14/2013 10:42,1714,18
4441,1,19,10/15/2013 8:02,10/15/2013 10:42,1714,18
4441,2,28,10/15/2013 8:15,10/15/2013 9:50,1493,15
4441,3,59,10/15/2013 8:15,10/15/2013 9:50,543,5
4442,4,46,10/15/2013 8:29,10/15/2013 8:54,142,1
4442,5,36,10/15/2013 8:29,10/15/2013 16:04,2601,27
4443,6,23,10/15/2013 8:43,10/15/2013 15:13,4179,44
4444,1,23,10/16/2013 8:56,10/16/2013 15:26,4179,44
4444,2,27,10/16/2013 8:56,10/16/2013 14:16,5029,53
4444,3,59,10/16/2013 8:57,10/16/2013 14:17,1829,19
4445,4,45,10/16/2013 8:57,10/16/2013 11:02,714,7
4445,5,49,10/16/2013 9:24,10/16/2013 12:29,1057,11
4446,6,22,10/16/2013 9:24,10/16/2013 12:29,1982,21
4447,1,22,10/17/2013 9:37,10/17/2013 11:32,1232,13
4447,2,26,10/17/2013 9:37,10/17/2013 10:22,707,7
4447,3,58,10/17/2013 8:11,10/17/2013 8:56,257,2
4448,4,44,10/17/2013 8:11,10/17/2013 16:11,2745,29
4448,5,47,10/17/2013 8:25,10/17/2013 15:15,2344,25
4449,6,12,10/17/2013 8:25,10/17/2013 15:15,4394,47
4450,1,12,10/20/2013 8:07,10/20/2013 15:17,4609,49
4450,2,25,10/20/2013 8:07,10/20/2013 15:17,6759,72
4450,3,57,10/20/2013 8:52,10/20/2013 14:57,2088,22
4451,4,43,10/20/2013 8:52,10/20/2013 13:47,1687,18
4451,5,53,10/20/2013 8:34,10/20/2013 13:29,1687,18
4452,6,16,10/20/2013 8:34,10/20/2013 12:19,2412,25
4453,1,16,10/21/2013 8:48,10/21/2013 12:33,2412,25
4453,2,25,10/21/2013 8:48,10/21/2013 11:28,2515,26
4453,3,43,10/21/2013 9:01,10/21/2013 10:31,514,5
4454,4,47,10/21/2013 9:01,10/21/2013 10:31,514,5
4454,5,33,10/21/2013 8:19,10/21/2013 8:39,114,1
4455,6,12,10/21/2013 8:33,10/21/2013 8:53,214,2
4456,1,12,10/22/2013 8:33,10/22/2013 16:08,4878,52
4456,2,24,10/22/2013 8:46,10/22/2013 15:11,6052,64
4456,3,55,10/22/2013 8:46,10/22/2013 15:11,2202,23
4457,4,42,10/22/2013 8:16,10/22/2013 13:31,1802,19
4457,5,46,10/22/2013 8:16,10/22/2013 13:31,1802,19
4458,6,19,10/22/2013 9:14,10/22/2013 12:09,1876,20
4459,1,19,10/23/2013 9:14,10/23/2013 12:14,1930,20
4459,2,26,10/23/2013 9:27,10/23/2013 12:27,2830,30
4459,3,58,10/23/2013 9:27,10/23/2013 11:17,629,6
4460,4,44,10/23/2013 8:01,10/23/2013 9:51,629,6
4460,5,43,10/23/2013 8:01,10/23/2013 8:46,257,2
4461,6,17,10/23/2013 8:15,10/23/2013 16:10,5093,54
4462,1,17,10/24/2013 8:15,10/24/2013 16:10,5093,54
4462,2,25,10/24/2013 8:28,10/24/2013 15:13,6367,68
4462,3,57,10/24/2013 8:28,10/24/2013 15:13,2317,24
4463,4,43,10/24/2013 8:42,10/24/2013 14:22,1945,20
4463,5,53,10/24/2013 8:42,10/24/2013 13:12,1545,16
4464,6,16,10/24/2013 8:56,10/24/2013 13:26,2895,31
4465,1,16,10/27/2013 9:11,10/27/2013 14:01,3110,33
4465,2,25,10/27/2013 9:11,10/27/2013 12:56,3538,37
4465,3,43,10/27/2013 9:24,10/27/2013 13:09,1288,13
4466,4,47,10/27/2013 9:24,10/27/2013 11:59,887,9
4466,5,33,10/27/2013 9:38,10/27/2013 12:13,887,9
4467,6,12,10/27/2013 9:38,10/27/2013 11:03,911,9
4468,1,12,10/28/2013 8:12,10/28/2013 8:32,214,2
4468,2,24,10/28/2013 8:25,10/28/2013 8:45,314,3
4468,3,55,10/28/2013 8:25,10/28/2013 15:50,2548,27
4469,4,42,10/28/2013 8:39,10/28/2013 14:59,2176,23
4469,5,46,10/28/2013 8:39,10/28/2013 14:59,2176,23
4470,6,19,10/28/2013 8:53,10/28/2013 14:08,3379,36
4471,1,19,10/29/2013 8:53,10/29/2013 14:08,3379,36
4471,2,26,10/29/2013 9:06,10/29/2013 13:11,3853,41
4471,3,55,10/29/2013 9:06,10/29/2013 12:01,1002,10
4472,4,41,10/29/2013 9:28,10/29/2013 12:23,1002,10
4472,5,59,10/30/2013 9:28,10/30/2013 11:13,601,6
4477,6,16,10/31/2013 8:35,10/31/2013 14:10,3594,38
4478,1,16,11/3/2013 8:44,11/3/2013 12:24,2360,25
4478,2,25,11/3/2013 8:44,11/3/2013 12:19,3382,36
4478,3,43,11/3/2013 8:58,11/3/2013 10:18,458,4
4479,4,47,11/3/2013 8:58,11/3/2013 10:18,458,4
4479,5,34,11/3/2013 9:11,11/3/2013 9:26,85,0
4480,6,2,11/3/2013 9:11,11/3/2013 9:26,164,1
4481,1,2,11/4/2013 9:25,11/4/2013 16:50,4869,52
4481,2,32,11/4/2013 9:25,11/4/2013 15:40,5892,63
4481,3,37,11/4/2013 9:39,11/4/2013 15:54,2142,22
4482,4,55,11/4/2013 9:39,11/4/2013 14:49,1771,18
4482,5,41,11/4/2013 8:12,11/4/2013 12:12,1371,14
4483,6,14,11/4/2013 8:26,11/4/2013 12:26,2571,27
4484,1,14,11/5/2013 8:26,11/5/2013 11:16,1821,19
4484,2,32,11/5/2013 8:34,11/5/2013 11:24,2671,28
4484,3,36,11/5/2013 8:34,11/5/2013 10:19,600,6
4485,4,54,11/5/2013 8:54,11/5/2013 9:29,200,2
4485,5,58,11/5/2013 8:54,11/5/2013 9:29,200,2
4486,6,17,11/5/2013 9:07,11/5/2013 16:52,4982,53
4487,1,17,11/6/2013 9:07,11/6/2013 16:52,4982,53
4487,2,26,11/6/2013 9:21,11/6/2013 13:21,3771,40
4487,3,57,11/6/2013 9:21,11/6/2013 14:51,1886,20
4488,4,44,11/6/2013 9:35,11/6/2013 15:05,1886,20
4488,5,43,11/6/2013 9:35,11/6/2013 13:55,1486,15
4489,6,16,11/6/2013 8:08,11/6/2013 12:28,2786,29
4490,1,16,11/7/2013 8:08,11/7/2013 11:23,2089,22
4490,2,25,11/7/2013 8:22,11/7/2013 11:37,3064,32
4490,3,57,11/7/2013 8:22,11/7/2013 10:27,714,7
4491,4,43,11/7/2013 8:36,11/7/2013 9:31,314,3
4491,5,47,11/7/2013 8:36,11/7/2013 9:31,314,3
4492,6,2,11/7/2013 8:49,11/7/2013 16:59,5251,56
4493,1,2,11/10/2013 8:18,11/10/2013 8:28,107,1
4493,2,32,11/10/2013 8:31,11/10/2013 8:41,157,1
4493,3,37,11/10/2013 8:31,11/10/2013 15:51,2515,26
4494,4,55,11/10/2013 8:45,11/10/2013 16:05,2515,26
4494,5,41,11/10/2013 8:45,11/10/2013 15:00,2144,23
4495,6,14,11/10/2013 8:59,11/10/2013 14:04,3269,35
4496,1,14,11/11/2013 8:59,11/11/2013 14:04,3269,35
4496,2,32,11/11/2013 9:12,11/11/2013 13:07,3693,40
4496,3,36,11/11/2013 9:12,11/11/2013 13:07,1343,14
4497,4,54,11/11/2013 9:26,11/11/2013 12:16,972,10
4497,5,58,11/11/2013 9:18,11/11/2013 9:28,57,0
4498,6,17,11/11/2013 9:18,11/11/2013 9:28,107,1
4499,1,17,11/12/2013 8:13,11/12/2013 16:18,5198,55
4499,2,32,11/12/2013 8:13,11/12/2013 14:33,5973,63
4499,3,36,11/12/2013 8:27,11/12/2013 14:47,2173,23
4500,4,54,11/12/2013 8:27,11/12/2013 12:17,1315,14
4500,5,41,11/12/2013 8:41,11/12/2013 12:31,1315,14
4501,6,13,11/12/2013 8:41,11/12/2013 11:21,1715,18
4502,1,13,11/13/2013 8:54,11/13/2013 11:34,1715,18
4502,2,31,11/13/2013 8:54,11/13/2013 10:29,1493,15
4502,3,49,11/13/2013 9:08,11/13/2013 9:33,143,1
4503,4,36,11/13/2013 9:08,11/13/2013 9:33,143,1
4503,5,54,11/13/2013 9:22,11/13/2013 16:57,2602,27
4504,6,17,11/13/2013 9:22,11/13/2013 15:52,4180,44
4505,1,17,11/14/2013 9:35,11/14/2013 16:05,4181,44
4505,2,29,11/14/2013 9:35,11/14/2013 14:55,5030,53
4505,3,47,11/14/2013 8:09,11/14/2013 10:14,715,7
4506,4,34,11/14/2013 8:09,11/14/2013 10:14,715,7
4506,5,52,11/14/2013 8:23,11/14/2013 11:28,1058,11
4507,6,11,11/14/2013 8:23,11/14/2013 11:28,1983,21
4508,1,11,11/17/2013 8:05,11/17/2013 11:30,2198,23
4508,2,29,11/17/2013 8:05,11/17/2013 10:20,2122,22
4508,3,46,11/17/2013 8:18,11/17/2013 10:33,772,8
4509,4,33,11/17/2013 8:18,11/17/2013 9:28,400,4
4509,5,51,11/17/2013 8:32,11/17/2013 14:37,2088,22
4510,6,23,11/17/2013 8:32,11/17/2013 14:37,3913,41
4511,1,23,11/18/2013 8:46,11/18/2013 15:56,4611,49
4511,2,28,11/18/2013 8:46,11/18/2013 14:51,5738,61
4511,3,59,11/18/2013 8:59,11/18/2013 15:04,2089,22
4512,4,46,11/18/2013 8:59,11/18/2013 13:54,1688,18
4512,5,36,11/18/2013 9:13,11/18/2013 14:08,1688,18
4513,6,9,11/18/2013 9:27,11/18/2013 13:12,2412,25
4514,1,9,11/19/2013 9:27,11/19/2013 12:07,1715,18
4514,2,27,11/19/2013 8:37,11/19/2013 11:17,2515,26
4514,3,59,11/19/2013 8:37,11/19/2013 10:07,515,5
4515,4,45,11/19/2013 8:14,11/19/2013 9:44,515,5
4515,5,49,11/19/2013 8:14,11/19/2013 8:34,114,1
4516,6,22,11/19/2013 8:28,11/19/2013 16:03,4879,52
4517,1,22,11/20/2013 8:28,11/20/2013 16:03,4879,52
4517,2,26,11/20/2013 8:41,11/20/2013 15:06,6054,64
4517,3,58,11/20/2013 8:41,11/20/2013 15:06,2204,23
4518,4,44,11/20/2013 8:55,11/20/2013 14:10,1803,19
4518,5,47,11/20/2013 8:55,11/20/2013 11:50,1001,10
4519,6,12,11/20/2013 9:09,11/20/2013 12:04,1876,20
4520,1,12,11/21/2013 9:09,11/21/2013 12:09,1930,20
4520,2,24,11/21/2013 9:22,11/21/2013 12:22,2830,30
4520,3,42,11/21/2013 9:22,11/21/2013 11:12,629,6
4521,4,46,11/21/2013 9:36,11/21/2013 10:21,257,2
4521,5,33,11/21/2013 9:36,11/21/2013 10:21,257,2
4522,6,19,11/21/2013 8:21,11/21/2013 16:16,5094,54
4523,1,19,11/24/2013 9:18,11/24/2013 17:33,5309,56
4523,2,32,11/24/2013 9:32,11/24/2013 17:47,7785,83
4523,3,36,11/24/2013 9:32,11/24/2013 16:42,2462,26
4524,4,54,11/24/2013 8:05,11/24/2013 15:15,2462,26
4524,5,41,11/24/2013 8:19,11/24/2013 14:19,2061,22
4525,6,13,11/24/2013 8:19,11/24/2013 13:09,3111,33
4526,1,13,11/25/2013 8:33,11/25/2013 13:23,3111,33
4526,2,31,11/25/2013 8:33,11/25/2013 12:18,3538,37
4526,3,49,11/25/2013 8:46,11/25/2013 12:31,1288,13
4527,4,36,11/25/2013 8:46,11/25/2013 11:21,887,9
4527,5,54,11/25/2013 8:16,11/25/2013 9:41,486,5
4528,6,17,11/25/2013 8:16,11/25/2013 9:41,911,9
4529,1,17,11/26/2013 9:14,11/26/2013 9:34,214,2
