ID,LONGDIST,International,LOCAL,DROPPED,PAY_MTHD,LocalBillType,LongDistanceBillType,AGE,SEX,STATUS,CHILDREN,Est_Income,Car_Owner,CHURNED
931,4.8324,0.0,56.6516,0,CC,Budget,Standard,28,F,M,0,38450.2,Y,Current
934,5.38028,8.83284,33.5881,2,Auto,Budget,Standard,70,M,S,2,66649.2,N,Current
942,0.0,0.0,1.74712,0,CC,Budget,Intnl_discount,48,F,M,0,83157.5,N,InVol
944,11.4079,0.0,128.122,0,CC,FreeLocal,Intnl_discount,93,F,S,1,21395.2,Y,Vol
947,29.2312,0.0,450.624,1,CH,FreeLocal,Standard,78,F,S,2,72800.9,N,Vol
957,0.0,0.0,0.73843,0,Auto,FreeLocal,Standard,68,M,M,0,41486.4,Y,Current
958,12.2137,0.0,52.9656,0,Auto,FreeLocal,Intnl_discount,31,M,S,1,37832.6,Y,Current
961,0.0,0.0,2.55294,0,CC,Budget,Standard,54,M,S,2,63959.2,N,InVol
963,17.6584,0.0,71.0744,0,CC,FreeLocal,Standard,53,F,S,0,95584.5,N,Current
964,11.8571,0.0,135.648,0,Auto,Budget,Standard,20,M,M,1,59632.9,Y,Current
965,0.65347,6.8703,5.49145,0,Auto,FreeLocal,Intnl_discount,97,F,S,1,98860.1,N,Vol
967,0.0,0.0,3.73469,1,CC,Budget,Standard,46,M,M,2,32811.6,N,InVol
971,23.2435,1.04909,34.0994,0,Auto,FreeLocal,Standard,61,M,M,1,83039.2,Y,Vol
972,14.0455,4.42942,114.323,0,CC,Budget,Standard,92,F,S,2,47396.2,N,Vol
975,28.3722,0.0,40.7692,0,CC,Budget,Standard,37,F,M,0,46812.7,N,Current
984,10.9496,0.0,18.5555,0,Auto,Budget,Standard,59,F,S,0,41624.7,Y,Vol
987,6.6727,0.0,7.78748,0,CC,FreeLocal,Intnl_discount,50,F,M,0,63306.6,Y,Vol
989,25.5047,0.0,5.35019,0,CC,Budget,Intnl_discount,34,F,S,1,33671.0,N,Current
990,14.1542,0.0,108.433,0,Auto,FreeLocal,Intnl_discount,39,F,S,0,16829.6,N,Current
998,18.9793,0.0,32.8973,0,CC,FreeLocal,Intnl_discount,69,M,M,0,80417.5,Y,Current
999,0.0,0.0,0.439002,0,CC,Budget,Standard,67,M,M,1,32363.9,Y,InVol
1002,16.4712,1.53327,90.4537,0,CH,Budget,Standard,53,M,M,1,34317.6,N,Vol
1003,19.9335,3.70938,42.2236,0,CC,Budget,Intnl_discount,86,F,M,1,99248.1,N,Vol
1006,21.006,9.12744,16.6838,0,CC,FreeLocal,Intnl_discount,62,F,M,2,8749.8,N,Vol
1010,24.1484,0.0,10.4754,1,CC,Budget,Intnl_discount,38,F,M,0,17499.2,N,Current
1013,11.0204,0.0,49.4121,0,CH,Budget,Standard,94,M,M,1,76213.2,N,Current
1015,16.1947,0.0,12.1176,0,CC,Budget,Intnl_discount,75,F,M,2,11434.6,N,Vol
1016,0.0,0.0,0.695662,0,CH,FreeLocal,Standard,56,F,S,2,27362.6,Y,InVol
1020,26.5233,0.0,32.1988,0,CC,Budget,Intnl_discount,97,M,M,2,75004.5,N,Current
1021,23.184,5.53497,72.9577,0,CC,Budget,Standard,32,M,M,0,54430.2,Y,Vol
1028,12.747,0.0,109.835,0,CH,FreeLocal,Intnl_discount,27,F,S,1,54370.7,N,Current
1029,12.3897,0.0,58.409,1,CH,FreeLocal,Standard,90,M,S,2,83653.3,N,Current
1031,24.0428,0.0,19.8925,0,CH,Budget,Standard,59,F,S,0,23892.2,Y,Vol
1032,23.3781,0.0,32.523,0,CH,Budget,Standard,77,F,S,0,34160.5,N,Vol
1036,15.2557,0.0,99.3633,0,Auto,Budget,Standard,27,M,M,2,50290.7,N,Current
1037,23.1246,6.2469,57.0263,1,CC,FreeLocal,Intnl_discount,86,F,S,1,31639.2,N,Vol
1038,25.2304,0.940942,65.5118,0,CC,Budget,Intnl_discount,47,F,M,1,7071.46,N,Vol
1044,14.6015,0.0,41.6612,0,CC,Budget,Intnl_discount,33,M,M,0,28000.4,Y,Current
1046,5.99169,0.0,136.388,0,CC,Budget,Standard,77,M,S,1,2743.69,N,Current
1048,14.7944,0.0,36.6778,0,CC,FreeLocal,Intnl_discount,68,F,M,1,97318.6,Y,Vol
1050,8.94913,6.19658,11.9493,0,CC,FreeLocal,Standard,93,F,S,1,46771.2,N,Vol
1053,16.6387,0.0,105.261,0,CH,Budget,Standard,30,F,M,1,48457.6,Y,Current
1054,16.3059,0.0,34.7483,0,CH,FreeLocal,Standard,93,M,M,2,40372.4,Y,Current
1055,10.9038,9.27926,27.0156,0,CH,Budget,Intnl_discount,47,F,M,1,57611.4,N,Vol
1057,12.756,0.0,19.9845,0,CH,FreeLocal,Standard,89,M,M,0,60156.9,Y,Current
1059,0.0,0.0,1.51927,0,Auto,FreeLocal,Standard,18,M,S,2,11691.2,Y,InVol
1060,9.67116,0.0,38.2122,0,Auto,FreeLocal,Standard,22,F,M,1,58462.3,Y,Current
1062,6.12846,0.0,31.4545,0,CH,FreeLocal,Intnl_discount,25,F,M,2,295.941,N,Vol
1065,0.0,0.0,0.609388,2,CC,FreeLocal,Intnl_discount,53,F,S,2,96704.7,N,InVol
1067,17.3386,0.0,9.31592,1,CH,Budget,Intnl_discount,44,F,S,2,17689.2,N,Vol
1075,24.8041,0.0,80.1302,0,CC,Budget,Standard,66,M,M,1,7277.29,Y,Current
1079,29.4648,0.0,10.8693,1,CC,Budget,Standard,69,F,S,0,45310.4,N,Vol
1080,4.82348,0.0,34.7577,0,Auto,FreeLocal,Standard,38,M,M,0,66742.3,N,Current
1082,21.6653,6.07297,133.32,0,CC,FreeLocal,Intnl_discount,97,M,M,2,27667.6,N,Vol
1083,19.843,4.90646,72.5824,0,Auto,Budget,Standard,45,M,M,2,7673.47,N,Vol
1086,0.386713,0.0,16.0079,0,CC,FreeLocal,Intnl_discount,68,F,M,0,99832.9,N,Vol
1087,7.88622,0.0,21.7258,0,CC,FreeLocal,Intnl_discount,46,M,M,0,93996.8,N,Current
1091,23.5538,3.19059,108.275,0,CC,FreeLocal,Standard,47,F,M,2,54039.4,N,Vol
1092,23.5233,0.0,14.2658,0,CC,FreeLocal,Standard,31,M,M,2,11254.9,Y,Current
1100,7.55206,0.0,36.3646,0,CC,Budget,Intnl_discount,55,F,S,2,51744.2,N,Current
1101,16.5337,0.0,16.489,0,CC,FreeLocal,Standard,56,M,S,0,4841.33,Y,Current
1103,5.01392,7.91613,24.4168,0,Auto,Budget,Intnl_discount,72,M,S,0,22150.8,N,Current
1104,4.7283,0.0,27.186,0,Auto,Budget,Standard,45,M,M,2,39035.8,N,Current
1106,1.66449,0.0,14.107,0,CC,FreeLocal,Standard,63,M,M,0,82981.0,N,Current
1110,0.837476,0.0,30.1267,0,CH,Budget,Standard,80,F,S,1,31809.7,Y,Vol
1112,19.4143,4.50243,21.1967,0,CC,FreeLocal,Intnl_discount,80,F,M,1,17755.4,N,Vol
1115,6.41659,0.0,145.393,0,CH,FreeLocal,Intnl_discount,61,M,M,0,41063.6,Y,Current
1116,20.2409,0.0,18.2487,0,CH,Budget,Standard,48,F,M,0,4581.11,N,Vol
1118,28.793,0.0,107.569,0,Auto,Budget,Standard,49,M,S,0,9414.82,N,Current
1122,9.38804,0.0,38.9681,0,CC,Budget,Standard,65,M,S,1,57626.9,Y,Current
1123,28.1974,9.53132,13.9877,0,Auto,Budget,Standard,28,F,M,2,63328.8,N,Vol
1128,0.0,0.0,0.583171,0,CC,Budget,Intnl_discount,78,F,M,2,62685.0,N,Vol
1130,25.0953,0.0,111.591,0,CC,FreeLocal,Standard,46,F,M,1,51014.0,N,Vol
1133,0.0,0.0,0.906947,1,CC,FreeLocal,Standard,25,F,S,2,88023.2,N,InVol
1136,13.2952,2.87698,56.4448,0,CC,Budget,Standard,42,M,M,0,18552.7,N,Vol
1138,23.9333,0.0,47.4773,0,CH,FreeLocal,Intnl_discount,23,F,S,1,14082.0,N,Vol
1143,29.3498,0.0,20.0939,0,CC,FreeLocal,Standard,57,F,M,1,50290.7,N,Vol
1149,11.8988,0.0,11.9393,0,CC,Budget,Standard,69,F,M,0,91198.6,N,Current
1152,13.7665,0.0,47.986,0,CC,Budget,Standard,58,M,S,2,4123.46,N,Current
1158,4.26887,0.0,57.6193,0,CH,Budget,Standard,54,F,M,0,37389.2,N,Vol
1160,6.99014,0.0,64.4116,0,CC,Budget,Standard,76,M,S,2,59592.6,Y,Current
1164,26.0036,0.0,37.1293,0,CH,FreeLocal,Intnl_discount,79,F,S,1,87818.3,N,Current
1166,26.4989,0.0,54.7571,0,CC,Budget,Standard,86,M,S,2,56256.1,N,Current
1181,25.3237,0.0,45.1216,0,CC,Budget,Intnl_discount,61,M,M,1,18307.4,N,Current
1188,0.774873,0.0,5.7156,0,Auto,FreeLocal,Standard,84,F,M,2,5936.48,Y,Vol
1193,19.78,0.0,57.6177,3,CC,FreeLocal,Intnl_discount,73,F,S,0,23832.0,N,Current
1196,0.0,0.0,0.460765,0,CH,FreeLocal,Standard,77,F,S,0,36434.3,Y,InVol
1199,7.25987,0.0,74.8134,0,CC,FreeLocal,Standard,55,M,M,1,69408.3,N,Current
1201,2.0624,0.0,16.5978,0,CH,FreeLocal,Standard,28,M,S,2,39700.3,N,Vol
1202,17.7344,0.0,5.42801,0,CC,Budget,Standard,45,F,M,0,41947.8,N,Current
1203,0.0,0.0,3.53974,0,Auto,FreeLocal,Intnl_discount,68,M,M,1,27677.8,N,Current
1204,2.46142,0.0,71.6614,0,CC,Budget,Standard,75,F,M,2,42846.2,Y,Vol
1211,21.4415,0.0,38.8164,0,CC,Budget,Standard,71,M,M,0,51195.5,Y,Current
1219,16.7723,0.0,16.3583,0,Auto,Budget,Intnl_discount,84,M,S,0,34148.6,Y,Current
1223,0.0,0.0,4.42211,0,CH,Budget,Intnl_discount,62,F,S,2,5197.0,N,InVol
1229,19.8021,0.0,9.31529,0,CC,FreeLocal,Intnl_discount,21,F,M,0,38705.5,Y,Vol
1237,0.0,0.0,3.40458,0,Auto,FreeLocal,Standard,49,F,S,0,23660.3,N,InVol
1250,22.1555,0.092017,54.7994,0,CC,Budget,Standard,41,M,S,0,85804.3,Y,Current
1252,0.298668,7.78694,220.977,0,CC,Budget,Intnl_discount,49,F,S,1,60310.6,Y,Vol
1254,19.5561,0.0,34.4237,0,CC,FreeLocal,Standard,83,M,M,2,25108.2,Y,Current
1255,23.3085,0.0,83.498,0,CC,FreeLocal,Standard,59,M,S,0,33912.4,Y,Current
1259,14.1562,0.0,84.9149,0,CH,Budget,Intnl_discount,32,F,M,1,7027.14,N,Current
1261,9.55884,0.0,150.243,0,CC,Budget,Standard,65,F,M,0,58345.8,N,Vol
1264,25.6344,0.0,5.34366,0,CC,Budget,Standard,51,M,S,0,2630.4,Y,Current
1267,2.49738,0.0,24.99,3,CH,Budget,Standard,92,M,M,0,29518.8,N,Current
1273,0.7228,0.0,28.7026,0,Auto,FreeLocal,Standard,97,M,S,0,75854.9,N,Current
1278,28.4816,0.0,23.3969,0,Auto,Budget,Standard,30,M,M,1,3578.0,N,Current
1280,21.4678,0.0,54.4551,0,CH,FreeLocal,Standard,64,F,S,2,62275.3,Y,Vol
1283,1.7171,0.0,91.7474,0,Auto,Budget,Intnl_discount,74,F,M,0,25445.6,N,Vol
1293,6.83042,0.0,52.2013,0,CH,Budget,Standard,44,M,M,1,49554.8,N,Current
1296,8.59819,0.0,117.986,0,CC,Budget,Intnl_discount,18,M,M,0,1846.01,N,Vol
1297,17.4783,0.0,24.2099,0,CC,Budget,Standard,84,F,S,0,95056.9,N,Vol
1298,23.057,0.0,5.94285,0,CC,Budget,Intnl_discount,18,M,M,0,40728.7,N,Current
1300,9.61439,2.65603,160.666,0,CC,Budget,Standard,72,M,S,2,55050.5,Y,Vol
1301,0.0,0.0,3.25909,0,Auto,Budget,Standard,21,F,M,0,73701.9,Y,InVol
1309,4.31588,0.629311,66.906,0,CH,FreeLocal,Intnl_discount,87,M,M,0,98127.6,N,Current
1314,19.7883,0.0,126.651,0,Auto,FreeLocal,Standard,84,M,S,2,27958.5,N,Current
1316,23.2917,2.86647,62.3255,0,CC,Budget,Standard,22,M,M,1,95847.9,Y,Vol
1321,28.3254,0.0,54.3103,0,CC,Budget,Intnl_discount,19,F,M,1,67750.9,N,Current
1322,0.34371,0.0,10.9836,0,CC,Budget,Standard,42,M,S,1,93645.3,N,Current
1323,22.0235,0.0,19.5011,0,CH,FreeLocal,Standard,42,F,M,1,31650.2,N,Current
1325,1.18414,0.0,33.6235,0,CC,Budget,Standard,80,F,M,1,86618.8,N,Vol
1326,27.8136,2.09719,94.1094,1,CC,FreeLocal,Standard,80,F,S,0,48506.7,N,Vol
1327,6.35046,0.0,19.7446,0,CH,Budget,Intnl_discount,53,M,M,0,50622.9,Y,Current
1331,0.10447,0.0,29.7426,0,CC,Budget,Standard,59,F,M,0,50290.7,Y,Vol
1336,0.0,0.0,2.31463,0,Auto,Budget,Standard,61,F,M,1,79324.7,Y,InVol
1337,29.8905,0.0,37.4169,0,CC,Budget,Standard,81,F,S,0,54486.5,N,Vol
1338,26.665,6.96895,5.94899,0,Auto,Budget,Standard,41,F,M,1,84388.5,N,Vol
1342,16.8972,0.0,11.5156,0,CC,Budget,Standard,53,M,S,2,21242.8,N,Current
1343,17.2615,0.0,75.5834,0,Auto,FreeLocal,Standard,91,M,S,2,61766.7,Y,Current
1346,3.79393,0.0,24.1444,0,CC,FreeLocal,Intnl_discount,71,M,S,0,28273.0,Y,Current
1349,1.0415,6.10293,28.8313,0,CC,Budget,Intnl_discount,33,M,M,1,57237.9,N,Vol
1352,20.7683,0.0,38.1539,0,Auto,FreeLocal,Standard,71,M,S,1,37248.6,Y,Current
1354,20.7605,0.0,43.3026,0,CC,Budget,Standard,64,F,M,2,25796.5,N,Vol
1358,16.4224,0.0,39.7548,0,Auto,Budget,Standard,76,M,S,1,24104.7,N,Current
1365,26.2924,0.0,35.3189,0,CC,Budget,Intnl_discount,49,F,M,2,48471.1,N,Vol
1366,11.3054,0.0,71.5005,0,CH,Budget,Intnl_discount,75,F,S,1,57952.6,N,Vol
1368,6.97785,0.0,15.5162,0,Auto,FreeLocal,Standard,39,F,S,1,31931.3,N,Current
1370,9.39073,0.0,21.3183,0,CC,FreeLocal,Intnl_discount,33,F,M,1,33967.7,N,Current
1371,23.2429,0.0,87.6198,0,CC,Budget,Standard,25,F,S,0,91106.4,N,Current
1373,12.1991,0.0,109.798,0,CC,FreeLocal,Standard,85,M,M,0,18909.5,Y,Current
1376,17.9152,0.0,6.0123,0,CC,FreeLocal,Standard,26,M,S,2,19998.4,N,Vol
1378,0.0,0.0,2.94211,0,CC,Budget,Intnl_discount,31,F,M,1,43787.0,N,InVol
1379,0.0,0.0,2.39901,0,CH,Budget,Standard,39,F,M,2,72401.8,N,Current
1380,7.96661,0.0,23.767,1,CC,FreeLocal,Standard,68,M,S,1,83556.7,N,Current
1381,4.44961,7.27376,296.629,0,CH,FreeLocal,Intnl_discount,46,F,M,0,34437.2,Y,Vol
1385,22.7262,0.0,10.9134,0,CH,Budget,Standard,86,F,M,2,36090.7,N,Vol
1389,17.314,0.0,53.6138,0,CC,FreeLocal,Intnl_discount,65,F,M,2,58148.7,N,Vol
1390,5.17333,0.0,11.1436,1,Auto,FreeLocal,Standard,85,F,M,2,69730.9,Y,Vol
1391,12.1454,0.0,116.591,0,CH,FreeLocal,Standard,79,F,S,2,43151.7,N,Vol
1393,19.5164,0.0,86.4536,0,CH,Budget,Intnl_discount,82,F,S,0,17491.4,N,Vol
1395,21.3233,0.0,7.54849,0,CC,FreeLocal,Standard,30,F,M,2,16948.8,N,Current
1398,19.1428,2.35447,40.372,0,CC,FreeLocal,Intnl_discount,72,F,M,1,38788.3,Y,Vol
1403,3.71422,0.0,10.2161,0,Auto,FreeLocal,Standard,88,F,S,2,10764.6,N,Vol
1404,12.8577,0.035519,156.512,0,CC,Budget,Intnl_discount,18,F,M,0,13441.5,N,Current
1411,3.85889,0.0,20.8536,0,CH,FreeLocal,Standard,62,M,S,1,47503.9,N,Current
1415,5.92594,0.0,44.5928,0,CC,FreeLocal,Intnl_discount,66,M,S,2,72018.6,Y,Current
1417,0.0,0.0,4.99942,0,CH,Budget,Intnl_discount,29,F,S,1,21529.1,N,Vol
1418,25.2361,0.0,56.0381,0,CC,Budget,Standard,36,M,M,1,96349.8,N,Current
1421,3.45189,4.18277,117.344,0,Auto,Budget,Standard,76,F,M,0,35697.5,N,Vol
1424,9.81891,0.0,82.4528,0,CC,Budget,Intnl_discount,60,F,M,1,40792.3,Y,Current
1428,27.8777,0.0,13.1291,0,Auto,FreeLocal,Standard,46,F,M,0,94576.2,Y,Vol
1429,11.0029,0.0,87.1286,0,CC,Budget,Standard,42,M,M,0,69463.1,N,Current
1430,0.0,0.0,2.60841,0,CC,FreeLocal,Intnl_discount,79,M,S,1,16203.5,Y,InVol
1432,13.6609,0.0,37.6851,0,CC,FreeLocal,Standard,90,F,M,1,2796.07,N,Current
1436,12.6126,0.0,18.8119,0,Auto,Budget,Standard,88,F,S,0,68608.0,N,Current
1437,26.1912,0.0,18.1973,0,CC,Budget,Intnl_discount,46,M,M,1,44065.4,Y,Current
1440,16.1593,6.0991,13.8312,0,CC,Budget,Intnl_discount,31,F,M,1,99485.3,N,Current
1443,15.6168,0.0,13.6907,0,CC,Budget,Intnl_discount,60,M,M,0,35125.0,N,Current
1448,27.9898,0.0,11.6291,0,CC,FreeLocal,Standard,57,F,M,1,4875.25,N,Vol
1453,23.3116,0.0,38.4372,0,CC,FreeLocal,Standard,71,F,S,0,26435.8,N,Current
1455,2.96426,3.30122,73.3249,0,Auto,Budget,Intnl_discount,41,F,S,2,48271.8,N,Vol
1457,0.0,0.0,2.34255,0,CC,Budget,Intnl_discount,49,F,M,2,50290.7,N,Vol
1459,14.1524,0.0,76.2704,0,CC,Budget,Intnl_discount,86,M,M,1,12713.3,N,Current
1461,0.0,0.0,1.48144,1,CH,Budget,Standard,94,M,S,0,13946.8,N,Current
1462,14.7422,0.0,147.293,0,CC,Budget,Intnl_discount,19,F,M,1,16915.2,N,Vol
1463,20.7478,0.0,24.5221,0,CC,Budget,Standard,20,M,S,2,68140.5,N,Current
1464,15.2705,0.0,29.4771,0,CC,Budget,Standard,43,F,S,1,77021.7,N,Vol
1467,10.4285,0.0,16.8965,0,CC,FreeLocal,Intnl_discount,47,M,S,1,12752.5,Y,Current
1483,14.4709,0.0,7.09657,0,Auto,FreeLocal,Standard,68,F,M,0,62484.8,N,Vol
1484,11.6607,0.0,38.3597,0,Auto,FreeLocal,Intnl_discount,49,M,S,0,32358.1,N,Current
1485,0.0,0.0,1.95654,0,CC,Budget,Intnl_discount,45,F,S,0,45057.1,N,InVol
1487,3.72325,0.0,36.5041,0,CC,FreeLocal,Intnl_discount,61,M,S,0,72385.9,N,Current
1490,16.8137,0.0,80.1874,0,Auto,FreeLocal,Intnl_discount,71,F,M,0,45444.0,N,Current
1491,22.4408,9.18514,29.1795,1,CH,FreeLocal,Standard,36,M,M,0,97341.4,N,Current
1493,7.26038,6.12192,184.525,0,CH,FreeLocal,Standard,82,M,S,0,48841.4,N,Vol
1494,5.17911,5.64404,112.808,0,CH,FreeLocal,Standard,34,F,M,1,73098.7,N,Vol
1496,23.1315,0.0,23.3277,0,CC,Budget,Standard,22,F,M,1,25863.8,N,Vol
1502,22.9036,2.15111,22.6298,0,CH,Budget,Standard,55,M,S,2,33377.3,N,Current
1509,29.3556,0.0,13.7862,0,CH,FreeLocal,Intnl_discount,40,M,S,2,33373.9,N,Current
1513,0.0,0.0,3.92811,0,CC,Budget,Standard,88,F,M,2,58807.5,Y,InVol
1515,28.8394,0.0,51.1432,0,CC,FreeLocal,Standard,92,M,S,0,79872.6,N,Current
1522,28.2356,0.0,66.4993,0,CC,FreeLocal,Standard,21,M,S,1,48107.2,N,Current
1531,0.0,0.0,3.32793,0,CC,Budget,Intnl_discount,36,F,S,1,94083.3,N,Current
1532,0.0,0.0,3.59656,0,Auto,Budget,Intnl_discount,23,M,S,0,22475.5,N,InVol
1539,2.93694,0.0,165.434,0,CC,FreeLocal,Intnl_discount,48,M,M,1,3793.73,N,Current
1543,23.2167,0.0,143.812,0,CH,FreeLocal,Intnl_discount,22,F,S,2,14905.0,Y,Vol
1547,1.7406,0.0,30.121,0,CC,Budget,Standard,43,F,M,2,22781.6,Y,Vol
1549,10.5117,0.0,5.90688,0,Auto,FreeLocal,Intnl_discount,67,F,S,1,9824.75,N,Current
1550,27.7465,8.24868,19.6348,0,CC,FreeLocal,Standard,53,F,S,2,11503.8,Y,Vol
1552,23.8577,0.0,9.48392,0,Auto,FreeLocal,Standard,34,M,S,2,59753.2,Y,Current
1558,8.31762,0.0,29.3158,0,CC,FreeLocal,Standard,78,F,M,0,16840.7,N,Current
1561,6.25316,0.0,24.7174,0,CC,FreeLocal,Standard,27,F,S,2,13094.8,N,Vol
1567,23.7605,0.0,68.3512,0,Auto,Budget,Intnl_discount,65,F,M,1,37079.4,N,Current
1574,14.6971,0.0,17.8697,0,Auto,Budget,Intnl_discount,30,F,S,1,73334.3,N,Current
1580,13.9878,7.55913,20.7203,0,Auto,FreeLocal,Standard,42,F,M,0,69458.8,N,Vol
1582,13.1487,0.0,33.9391,0,CH,FreeLocal,Standard,37,M,S,1,13126.9,N,Current
1585,3.71021,0.25648,11.871,0,CC,Budget,Standard,58,F,M,1,16350.3,Y,Current
1588,10.9727,0.0,59.9999,0,CH,FreeLocal,Intnl_discount,45,M,M,0,27170.6,N,Current
1596,14.8062,0.0,121.406,1,Auto,FreeLocal,Intnl_discount,50,F,M,2,96821.1,N,Vol
1602,22.1718,0.576682,13.4598,0,Auto,Budget,Standard,94,F,S,1,17540.7,Y,Vol
1604,18.9654,0.0,40.7755,0,Auto,FreeLocal,Standard,33,M,M,2,80385.4,N,Current
1608,23.9959,0.0,75.1933,0,CC,Budget,Standard,93,M,S,1,4347.25,N,Current
1609,23.4127,0.0,85.2156,0,CH,FreeLocal,Intnl_discount,89,M,S,0,51669.0,N,Current
1613,6.53312,0.0,13.8457,0,CH,FreeLocal,Intnl_discount,27,M,M,2,16875.9,Y,Vol
1617,8.7613,0.0,25.636,0,CC,Budget,Intnl_discount,20,F,M,1,2976.91,N,Current
1626,16.6166,7.88152,16.0565,1,CH,FreeLocal,Standard,47,M,S,0,4961.5,Y,Current
1633,13.3245,8.05317,56.6468,0,CC,Budget,Standard,73,F,M,2,5237.63,N,Vol
1635,25.7184,0.0,73.7147,0,CC,Budget,Standard,67,M,S,1,80982.7,N,Current
1637,26.4306,6.18007,51.4058,0,CC,Budget,Standard,19,F,S,1,71906.8,N,Vol
1640,24.7525,1.48495,62.6283,0,CH,FreeLocal,Intnl_discount,45,F,S,0,50290.7,Y,Vol
1645,9.37281,0.0,25.1537,0,Auto,FreeLocal,Standard,63,M,M,2,60644.3,N,Current
1650,20.3832,0.0,31.8713,0,Auto,FreeLocal,Standard,37,M,S,2,34524.7,Y,Current
1654,0.0,0.0,3.50873,0,CC,FreeLocal,Standard,50,F,S,0,44785.4,N,InVol
1657,14.477,0.0,53.3794,0,CH,FreeLocal,Standard,23,M,S,0,12686.9,N,Vol
1668,3.36935,0.0,43.5391,0,CH,Budget,Standard,47,F,S,1,59489.0,N,Current
1669,26.9607,0.305743,79.5482,1,CC,Budget,Standard,31,M,S,2,14690.1,N,Current
1670,11.8148,0.0,26.8184,0,CC,FreeLocal,Standard,76,M,S,1,91607.4,N,Current
1671,1.03714,9.59072,12.9066,0,Auto,FreeLocal,Standard,83,F,S,2,76845.3,Y,Vol
1672,5.33441,0.0,33.2105,0,Auto,Budget,Standard,21,F,M,2,82056.6,N,Current
1677,0.0,0.0,1.00822,0,Auto,FreeLocal,Standard,18,F,M,2,64726.8,N,Current
1680,20.6973,0.0,5.1743,0,CH,Budget,Standard,35,M,M,2,42623.5,N,Current
1682,17.0826,0.0,163.975,0,CH,FreeLocal,Standard,77,F,S,1,37331.2,N,Current
1693,23.9004,0.0,19.6719,0,CH,Budget,Intnl_discount,29,F,M,2,79960.0,N,Current
1695,17.875,0.0,76.3182,0,CC,FreeLocal,Standard,93,M,S,0,93302.9,N,Current
1697,17.4497,4.94078,49.9235,1,Auto,FreeLocal,Standard,39,F,M,2,47902.0,N,Current
1701,9.5744,0.0,85.1118,0,CC,FreeLocal,Standard,39,M,S,2,32272.7,N,Current
1708,17.8421,9.49084,89.7671,0,CC,Budget,Standard,70,F,S,0,58384.3,N,Vol
1710,4.30146,0.0,7.16216,0,Auto,Budget,Standard,96,M,M,1,2502.74,N,Current
1716,9.31315,0.0,115.921,1,CH,Budget,Intnl_discount,47,F,M,0,79721.1,N,Vol
1717,26.0459,0.0,114.276,0,CH,Budget,Standard,97,M,M,2,40844.4,N,Current
1718,1.81586,0.0,90.2459,0,CC,Budget,Standard,79,F,M,0,8090.4,Y,Vol
1723,3.34692,9.60967,136.888,0,CH,Budget,Standard,68,M,S,1,57322.1,Y,Vol
1731,10.2702,1.67373,29.639,0,CC,FreeLocal,Standard,20,M,M,0,69444.5,N,Vol
1734,10.4743,0.0,7.52543,0,CC,Budget,Standard,51,M,M,0,64313.0,N,Current
1737,10.6076,0.125065,159.885,0,Auto,Budget,Intnl_discount,40,M,S,2,88943.9,N,Current
1738,13.8716,0.0,5.04868,0,CH,Budget,Standard,39,M,S,1,50126.8,N,Current
1739,12.5372,0.0,311.29,0,CC,Budget,Standard,21,F,S,0,45612.9,N,Current
1746,23.2901,0.0,41.3493,1,CH,Budget,Intnl_discount,27,F,S,1,92718.6,N,Current
1760,3.1133,0.0,127.138,0,CC,Budget,Standard,68,M,S,2,17047.2,Y,Current
1762,11.0571,0.0,50.8455,0,CC,FreeLocal,Standard,64,F,S,1,7737.94,N,Vol
1767,12.3757,0.0,163.414,0,CC,Budget,Intnl_discount,51,F,M,2,59613.1,N,Vol
1769,27.0118,7.55401,45.3742,0,CC,FreeLocal,Standard,92,M,S,1,57904.4,N,Vol
1771,19.4397,0.0,14.3847,0,CC,Budget,Standard,97,M,M,2,88146.4,N,Current
1774,3.75161,0.0,9.26161,0,CC,FreeLocal,Intnl_discount,27,M,S,1,86608.5,N,Current
1777,0.378048,0.0,28.6624,0,CC,FreeLocal,Standard,72,F,M,0,78851.3,N,Vol
1784,0.0,0.0,1.34623,0,CC,FreeLocal,Intnl_discount,75,F,S,1,16326.7,N,InVol
1785,12.6985,0.0,88.0952,0,Auto,FreeLocal,Intnl_discount,87,F,M,1,3624.7,N,Vol
1789,27.258,0.0,69.3656,0,Auto,FreeLocal,Standard,57,F,M,1,36016.9,N,Vol
1791,20.4536,0.0,39.334,0,CH,Budget,Intnl_discount,76,F,M,2,42031.8,N,Current
1795,28.8272,4.74816,13.5305,0,CC,Budget,Intnl_discount,39,M,M,1,39229.1,N,Vol
1800,3.2845,0.0,8.22446,0,Auto,Budget,Standard,42,M,M,0,57042.2,N,Current
1803,0.439191,0.0,122.379,0,Auto,FreeLocal,Standard,74,M,S,1,94449.5,N,Current
1814,3.52672,0.0,257.192,0,CC,Budget,Standard,45,F,M,2,67085.4,N,Vol
1815,17.6569,0.0,23.4208,0,CH,FreeLocal,Standard,28,F,S,1,4972.89,N,Vol
1818,2.50227,0.0,31.9932,0,Auto,FreeLocal,Standard,67,M,M,0,26369.2,N,Current
1820,18.8508,0.0,31.7886,0,Auto,FreeLocal,Intnl_discount,73,F,M,2,35976.5,Y,Vol
1822,24.7733,0.0,20.0787,0,CH,FreeLocal,Intnl_discount,92,F,M,1,77129.1,Y,Vol
1823,15.5966,0.0,24.1942,0,CH,FreeLocal,Standard,79,F,M,2,8204.72,N,Vol
